CryoSleep,Age,Transported,Cabin_Num,Cabin_Side,GroupSize,IsAlone,HasSpent,IsChild,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,RoomService_log,FoodCourt_log,ShoppingMall_log,Spa_log,VRDeck_log,TotalSpent_log
0,23.0,1,236.0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,7.1316985104669115,0.0,0.0,7.1316985104669115
0,32.0,1,237.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,3.332204510175204,5.976350909297934,6.967909201801884,3.332204510175204,0.0,7.319202458767849
0,21.0,0,246.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,6.421622267806518,3.784189633918261,0.0,0.6931471805599453,0.0,6.490723534502507
0,26.0,1,50.0,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0.0,6.934397209928558,8.102283624480073,6.723832440821209,5.877735781779639,8.615226931687603
1,61.0,1,53.0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.0,1,78.0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,6.373319789577012,2.639057329615259,4.812184355372417,3.713572066704308,4.663439094112067,6.763884908562435
0,40.0,1,238.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,6.7912214627261855,5.225746673713202,0.0,0.0,3.367295829986474,7.005789019253503
0,37.0,1,48.0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,8.450625947144124,0.0,4.7535901911063645,5.4116460518550396,8.520388082312756
0,41.0,0,9.0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0,8.348774539791274,0.0,7.226209010100671,7.156176637480615,8.836373930927389
0,32.0,0,9.0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,9.00810178134187,4.248495242049359,2.4849066497880004,5.918893854273146,0.0,9.061840363657739
0,30.0,0,185.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,5.262690188904886,0.0,6.338594078203183,0.0,6.630683385642372
0,27.0,1,239.0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.0,0,240.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,2.8903717578961645,0.0,4.127134385045092,6.342121418721152,6.470799503782602
0,54.0,0,44.0,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,6.558197802812269,0.0,6.068425588244111,0.0,3.8712010109078907,7.075808863978387
0,27.0,0,241.0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1.6094379124341003,0.0,6.799055862058796,5.438079308923196,0.0,7.029972911706386
1,52.0,1,242.0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,15.0,1,242.0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.0,0,92.0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,7.15305163493748,0.0,0.6931471805599453,2.3978952727983707,2.302585092994046,7.168579897264035
0,30.0,0,10.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,8.19671240721307,5.66988092298052,7.460490305825338,8.514790306799927,9.272563715156315
0,19.0,0,243.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,6.429719478039138,0.0,4.962844630259907,6.635946555686647
1,22.0,1,186.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,43.0,0,49.0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7.2196420401307355,8.041412909393047,0.0,3.9318256327243257,7.746732907753622,8.82981174915805
0,25.0,0,244.0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,6.98933526597456,0.6931471805599453,4.204692619390966,0.0,1.791759469228055,7.053585727193677
0,51.0,0,79.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0.6931471805599453,0.0,3.9512437185814275,6.852242569051878,6.905753276311464
1,34.0,1,191.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,21.0,0,80.0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,7.633853559681768,0.0,2.772588722239781,0.0,0.6931471805599453,7.641564441260972
1,21.0,0,189.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,23.0,0,246.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,6.633318433280377,0.0,6.633318433280377
0,38.0,0,254.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,6.3835066348840055,3.713572066704308,5.159055299214529,6.690842277418564
1,30.0,0,190.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,31.0,1,50.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.0,1,257.0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,5.187385805840755,6.180016653652572,0.0,0.0,6.493753839851687
1,14.0,0,193.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,18.0,0,191.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,19.0,0,194.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1.9459101490553132,0.0,0.6931471805599453,6.5722825426940075,0.0,6.582025138892826
1,27.0,1,247.0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,36.0,0,258.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5.659482215759621,6.030685260261263,2.833213344056216,0.0,0.0,6.576469569048224
1,10.0,1,248.0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1,259.0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.0,1,259.0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.0,0,259.0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,6.598509028614515,0.0,6.98933526597456,0.6931471805599453,3.784189633918261,7.529406457837013
0,24.0,0,192.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,6.432940092739179,0.0,0.0,0.0,0.0,6.432940092739179
0,8.0,0,195.0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,18.0,0,195.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,6.672032945461067,0.0,1.0986122886681096,0.0,2.995732273553991,6.698268054115413
0,33.0,0,260.0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,7.472500744737558,4.0943445622221,1.6094379124341003,0.0,0.0,7.507690077819904
0,31.0,1,55.0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0,10.230053743037875,1.3862943611198906,5.313205979041787,8.054204897064407,10.344158916378912
0,43.0,1,55.0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,4.663439094112067,5.910796644040527,5.594711379601839,6.736966958001855,2.639057329615259,7.3758821482150125
0,20.0,0,261.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,5.365976015021851,0.0,0.0,0.0,6.371611847231857,6.682108597449809
1,28.0,1,14.0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,30.0,1,14.0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.0,0,14.0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.0,0,933.5,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,4.23410650459726,0.0,0.0,6.579251212010101,0.0,6.669498089857879
0,22.0,1,250.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,6.516193076042964,1.791759469228055,0.0,6.523562306149512
0,27.0,0,251.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.6931471805599453,5.703782474656201,0.6931471805599453,5.942799375126701,2.639057329615259,6.543911845564792
0,22.0,1,45.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,5.389071729816501,3.9318256327243257,8.480114183174816,4.990432586778736,5.54907608489522,8.610319169405722
1,2.0,1,82.0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.0,0,82.0,0,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.0,0,82.0,0,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.0,1,82.0,0,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,37.0,0,82.0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.0,1,82.0,0,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.0,1,56.0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,8.259458195332408,0.6931471805599453,6.918695219020472,6.244166900663736,8.592115117933497
0,11.0,1,56.0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,22.0,0,193.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,40.0,1,933.5,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.0,0,94.0,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,5.631211781821365,8.101980731853192,0.0,9.005282288208358,7.832014180505469,9.564020836934587
0,37.0,0,94.0,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,6.0867747269123065,0.0,8.070593539949519,1.9459101490553132,8.200837258379849
1,26.0,1,94.0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.0,1,264.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,1.6094379124341003,4.700480365792417,0.0,6.51025834052315,6.665683717782408
0,57.0,0,52.0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0.0,6.895682697747868,0.6931471805599453,8.506940814951886,3.9889840465642745,8.697846691109495
0,1.0,1,265.0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,0,265.0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,6.855408798609928,3.8712010109078907,5.680172609017068,0.0,0.0,7.160845906664299
0,26.0,0,43.0,0,3,0,1,0,0,1,0,1,0,0,1,0,0,0,7.5740450053721995,1.6094379124341003,1.6094379124341003,0.0,6.436150368369428,7.8547691834991324
1,21.0,1,194.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,28.0,1,95.0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,36.0,0,95.0,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,6.742880635791903,0.0,8.447843113281444,4.499809670330265,8.630700432209832
0,25.0,0,266.0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,7.827639546366422,0.0,3.1780538303479458,0.0,4.219507705176107,7.8628820346414905
1,40.0,1,196.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,23.0,1,267.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.0,0,199.0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,10.0,0,199.0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,43.0,1,199.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1,97.0,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.0,0,97.0,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,4.2626798770413155,5.081404364984463,5.831882477283517,0.0,5.820082930352362,6.810142450115136
1,42.0,1,97.0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.0,0,257.0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,7.280008252884188,0.0,0.0,0.0,7.045776576879511,7.862497197230545
0,19.0,0,257.0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,7.318539548567902,0.0,5.564520407322694,0.0,0.0,7.477604243197589
1,26.0,0,198.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,47.0,0,46.0,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,6.0063531596017325,0.0,5.267858159063328,6.129050210060545,0.0,6.963189985870238
0,28.0,1,46.0,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,4.795790545596741,2.1972245773362196,7.029087564149662,0.6931471805599453,2.0794415416798357,7.142827401161621
1,24.0,1,200.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,29.0,0,98.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,3.367295829986474,0.0,6.331501849893691,5.318119993844216,0.0,6.675823221634848
0,32.0,0,269.0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0.0,6.18826412308259,0.0,5.438079308923196,3.295836866004329,6.60934924316738
1,44.0,0,199.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,17.0,1,201.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0,0,258.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,6.654152520183219,2.70805020110221,0.0,6.415096959171596,1.6094379124341003,7.247080584585756
1,23.0,0,203.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,34.0,0,200.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,4.77912349311153,1.791759469228055,0.0,6.635946555686647,6.785587645007929
0,25.0,0,260.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,7.069023426578259,0.0,2.9444389791664403,6.582025138892826,0.0,7.5569505720129
0,67.0,1,271.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,6.635946555686647,0.0,0.6931471805599453,0.0,6.637258031284457
0,22.0,0,57.0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,7.3343293503005365,0.0,5.91350300563827,7.996317231796746,8.490849216076635
1,27.0,1,57.0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,27.0,1,206.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,14.0,0,261.0,1,4,0,1,1,0,0,0,1,0,0,0,0,1,0,7.306531398939505,1.0986122886681096,4.844187086458591,6.133398042996649,4.290459441148391,7.673223121121708
0,42.0,0,206.0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,6.198478716492308,4.672828834461906,2.1972245773362196,5.313205979041787,0.0,6.694562058521095
1,19.0,0,206.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,22.0,0,202.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,31.0,0,272.0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,3.784189633918261,6.663132695990803,0.6931471805599453,6.493753839851687,0.0,7.304515946460155
0,10.0,1,262.0,1,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,39.0,0,262.0,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,7.336936913707618,0.0,5.831882477283517,0.0,6.584791392385716,7.8628820346414905
1,41.0,1,262.0,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1,262.0,1,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1,22.0,1,203.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,21.0,0,207.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,3.6888794541139363,0.0,5.739792912179234,6.29156913955832,6.790097235513905
1,40.0,1,48.0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.0,1,100.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,6.905753276311464,0.0,0.0,0.0,6.905753276311464
0,23.0,0,265.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,7.1459844677143876,0.0,4.787491742782046,1.0986122886681096,7.237059026124737
0,33.0,0,58.0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,4.356708826689592,7.775695749915245,0.0,8.204398418149381,5.017279836814924,8.742733867330168
1,20.0,1,58.0,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,40.0,1,206.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,27.0,0,208.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,21.0,0,102.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,6.873163834212518,0.0,3.1780538303479458,1.3862943611198906,0.0,6.899723107284872
0,25.0,0,44.0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,6.3835066348840055,6.1463292576688975,0.0,0.0,0.0,6.964135612418245
0,2.0,0,208.0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,19.0,0,267.0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,1.3862943611198906,6.853299093186078,0.0,0.0,6.856461984594587
1,41.0,0,211.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,43.0,1,52.0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0.0,7.938088726896952,6.2878585601617845,3.7612001156935624,4.976733742420574,8.16763571524637
0,19.0,0,212.0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,5.5053315359323625,3.7376696182833684,6.311734809152915,0.0,0.0,6.729824070489475
0,22.0,1,275.0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,6.831953565565855,0.0,0.0,0.0,4.3694478524670215,6.912742820493176
0,16.0,0,268.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,3.4339872044851463,0.0,6.646390514847729,1.6094379124341003,6.6895992691789665
0,42.0,0,53.0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,3.091042453358316,0.0,7.914252278742441,8.190077049719049,8.757940876678804
1,20.0,1,209.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0,0,104.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,7.026426808699636,6.063785208687608,0.0,4.02535169073515,7.383989457978509
1,53.0,1,49.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0,0,105.0,1,5,0,1,0,0,0,0,1,0,0,0,1,0,0,3.091042453358316,0.0,6.53813982376767,5.564520407322694,1.791759469228055,6.884486652042782
1,6.0,0,210.0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,22.0,1,269.0,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,6.093569770045136,0.0,0.0,5.910796644040527,6.698268054115413
0,41.0,1,269.0,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0,5.82600010738045,0.0,5.934894195619588,1.0986122886681096,4.465908118654584,6.6895992691789665
0,19.0,1,105.0,1,5,0,1,0,0,0,0,1,0,0,0,1,0,0,5.247024072160486,6.236369590203704,0.0,0.0,0.0,6.551080335043404
0,39.0,0,213.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,6.559615237493242,1.3862943611198906,0.0,0.0,0.0,6.5638555265321274
1,23.0,1,214.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,31.0,0,85.0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,6.9930151229329605,0.0,5.638354669333745,0.0,0.0,7.221835825288449
1,38.0,1,212.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1,215.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,13.0,1,276.0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.0,0,276.0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,6.9782137426306985,4.382026634673881,3.8501476017100584,2.833213344056216,0.0,7.101675971619444
0,44.0,0,276.0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,6.186208623900494,1.0986122886681096,5.351858133476067,0.0,5.863631175598097,6.955592608396297
0,36.0,0,270.0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,3.7612001156935624,0.0,5.3612921657094255,5.0238805208462765,7.5251007461258,7.7226775164680035
0,19.0,0,270.0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,7.629975707027789,0.0,5.41610040220442,5.700443573390686,2.995732273553991,7.8632667240095735
0,7.0,1,214.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,39.0,0,271.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,5.958424693029782,5.25227342804663,0.0,6.194405391104672,0.0,6.97166860472579
0,28.0,1,216.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,6.2324480165505225,5.814130531825066,0.0,3.8501476017100584,6.790097235513905
0,28.0,0,272.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,6.272877006546167,6.329720905522696,4.110873864173311,7.047517221357296
1,14.0,1,217.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,18.0,0,218.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,6.396929655216146,4.0943445622221,5.030437921392435,6.698268054115413
1,23.0,1,215.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,33.0,1,215.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,18.0,0,86.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,7.4127640174265625,0.0,0.0,0.0,0.0,7.4127640174265625
0,47.0,0,60.0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0.6931471805599453,6.5998704992128365,3.367295829986474,4.3694478524670215,8.15248607578024,8.369388996647842
0,42.0,0,933.5,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0.0,3.9512437185814275,0.0,8.335911094196945,2.639057329615259,8.351138607086154
0,17.0,0,106.0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,3.6109179126442243,0.0,6.921658184151129,0.0,0.0,6.956545443151569
0,21.0,0,278.0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,6.6039438246004725,1.6094379124341003,3.332204510175204,2.1972245773362196,0.0,6.655440350367647
0,17.0,1,278.0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2.1972245773362196,5.407171771460119,1.3862943611198906,5.996452088619021,0.0,6.453624998892692
0,26.0,0,216.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1.6094379124341003,6.647688373563329,0.0,0.0,0.0,6.652863029353347
0,23.0,0,279.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,6.342121418721152,6.799055862058796,0.0,4.812184355372417,7.368970402194793
0,15.0,0,217.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,6.725033642166843,6.725033642166843
1,18.0,0,218.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,65.0,0,280.0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,5.560681631015528,0.0,0.0,0.0,7.558516743045645,7.685243607975833
0,33.0,1,45.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2.639057329615259,0.0,7.60688453121963,2.8903717578961645,3.4965075614664802,7.637234388789473
1,27.0,0,219.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
0,41.0,0,54.0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0.0,5.220355825078325,0.0,7.327123292259293,8.119398589612294,8.529714471969909
0,42.0,0,273.0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,7.231287004327616,0.0,7.126087273299125,0.0,0.0,7.872836175025724
1,27.0,0,108.0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,37.0,0,274.0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,5.796057750765372,8.724857555881988,0.0,3.295836866004329,6.710523109452428,8.899457906353966
0,17.0,0,274.0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,6.79346613258001,0.0,5.497168225293202,0.0,1.791759469228055,7.038783541388542
1,24.0,1,61.0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,39.0,1,61.0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,59.0,1,61.0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,32.0,1,47.0,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.0,0,47.0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,8.002694162283937,7.672292455628756,0.0,0.0,7.484368643286131,8.841448244098858
0,8.0,1,47.0,0,5,0,0,1,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
